Station_Code,Location,State,Temperature_C_Min,Temperature_C_Max,Temperature_C_Mean,DO_mg_l_Min,DO_mg_l_Max,DO_mg_l_Mean,pH_Min,pH_Max,pH_Mean,Conductivity_umhos_cm_Min,Conductivity_umhos_cm_Max,Conductivity_umhos_cm_Mean,BOD_mg_l_Min,BOD_mg_l_Max,BOD_mg_l_Mean,Nitrate_N_mg_l_Min,Nitrate_N_mg_l_Max,Nitrate_N_mg_l_Mean,Fecal_Coliform_MPN_100ml_Min,Fecal_Coliform_MPN_100ml_Max,Fecal_Coliform_MPN_100ml_Mean,Total_Coliform_MPN_100ml_Min,Total_Coliform_MPN_100ml_Max,Total_Coliform_MPN_100ml_Mean,Year
1487,"ALKANANDA B/C TO BHAGIRATHI AT DEVPRAYAG, UTTAR PRADESH",UTTARAKHAND,16.0,19.0,17.3,7.4,9.0,8.4,7.8,8.2,8.1,,,,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,,2014
1488,"BHAGIRATHI B/C WITH ALAKNANDA AT DEVPRAYAG, U.P",UTTARAKHAND,16.0,19.0,17.0,7.8,9.4,8.7,7.9,8.2,8.1,,,,0.6,1.2,0.9,0.0,0.0,0.0,,,,,,,2014
1489,"ALKANANDA A/C WITH BHAGIRATHI AT DEVPRAYAG, UTTAR PRADESH",UTTARAKHAND,16.0,19.0,17.0,7.4,8.8,8.2,7.9,8.2,8.0,,,,0.8,1.2,1.1,0.0,0.0,0.0,,,,,,,2014
1060,"GANGA AT RISHIKESH U/S, U.P",UTTARAKHAND,13.0,20.0,17.2,7.4,9.6,8.7,7.3,8.0,7.7,,,,0.8,1.4,1.1,0.0,0.0,0.0,,,,4.0,40.0,22.0,2014
2725,GANGA RIVER AFTER CONFLUENCE OF RIVER SONG NEAR SATYANARAYAN TEMPLE D/S RAIWALA,UTTARAKHAND,15.0,25.0,21.0,6.2,7.6,6.9,7.5,8.7,7.8,,,,1.4,12.0,5.2,0.0,0.0,0.0,,,,220.0,1600.0,908.0,2014
1061,"GANGA AT HARIDWAR D/S, U.P",UTTARAKHAND,23.0,27.0,24.4,4.0,6.2,5.4,6.3,7.7,7.5,,,,3.2,7.2,5.3,0.0,0.0,0.0,,,,1600.0,1600.0,1600.0,2014
2727,UPPER GANGA RIVER D/S ROORKEE,UTTARAKHAND,13.5,22.0,18.7,7.2,8.4,7.7,7.2,8.1,7.7,,,,1.2,2.8,2.1,0.0,0.0,0.0,,,,80.0,350.0,177.0,2014
1062,"GANGA AT GARHMUKTESHWAR, U.P",UTTAR PRADESH,15.0,28.0,23.0,7.2,11.1,9.0,6.8,7.8,7.4,170.0,300.0,242.0,1.4,3.5,2.5,0.0,0.68,0.4,500.0,840.0,664.0,900.0,1500.0,1268.0,2014
2488,"GANGA U/S, ANOOPSHAHAR",UTTAR PRADESH,23.0,23.0,23.0,8.0,8.0,8.0,7.3,7.5,7.4,190.0,391.0,310.0,2.3,3.0,2.7,0.0,0.5,0.1,4000.0,4000.0,4000.0,630.0,630.0,630.0,2014
2489,"GANGA D/S, ANOOPSHAHAR",UTTAR PRADESH,22.0,22.0,22.0,8.2,8.2,8.2,7.5,7.5,7.5,220.0,350.0,293.0,2.1,2.9,2.6,0.0,0.5,0.1,370.0,370.0,370.0,610.0,610.0,610.0,2014
1145,"GANGA AT NARORA (BULANDSAHAR), U.P.",UTTAR PRADESH,23.0,23.0,23.0,7.8,7.8,7.8,7.3,7.5,7.4,250.0,380.0,320.0,2.8,3.3,3.1,0.0,0.5,0.1,410.0,410.0,410.0,630.0,630.0,630.0,2014
2490,"GANGA AT KACHHLA GHAT, ALIGARH",UTTAR PRADESH,23.0,23.0,23.0,7.3,7.3,7.3,7.4,7.5,7.5,210.0,330.0,277.0,0.0,2.2,1.4,0.0,0.0,0.0,400.0,400.0,400.0,610.0,610.0,610.0,2014
1063,"GANGA AT KANNAUJ U/S (RAJGHAT), U.P",UTTAR PRADESH,13.0,34.0,26.9,6.5,9.0,7.9,7.4,8.4,7.9,44.0,403.0,288.0,1.8,3.8,2.9,0.18,0.32,0.2,1600.0,2600.0,2200.0,3500.0,4900.0,4467.0,2014
1066,"GANGA AT KANNAUJ D/S, U.P",UTTAR PRADESH,13.0,34.0,26.9,2.8,8.8,7.3,7.3,8.4,7.9,47.0,396.0,276.0,2.4,4.2,3.2,0.2,0.3,0.3,2100.0,4000.0,2978.0,4000.0,5800.0,5078.0,2014
1146,"GANGA AT BITHOOR (KANPUR), U.P.",UTTAR PRADESH,13.0,35.0,27.0,6.4,9.8,7.9,7.7,8.7,8.2,42.0,428.0,290.0,2.2,4.4,3.0,0.18,0.28,0.2,1700.0,3500.0,2333.0,3500.0,4900.0,4256.0,2014
1067,"GANGA AT KANPUR U/S (RANIGHAT), U.P",UTTAR PRADESH,13.0,35.0,27.0,6.0,9.6,7.5,7.6,8.9,8.2,49.0,432.0,307.0,2.7,4.2,3.4,0.16,0.32,0.2,2000.0,3800.0,2600.0,4200.0,5400.0,4856.0,2014
1068,"GANGA AT KANPUR D/S (JAJMAU PUMPING STATION), U.P",UTTAR PRADESH,13.0,35.0,27.0,4.4,9.0,6.3,7.1,8.2,7.7,58.0,725.0,430.0,3.8,7.5,5.5,0.2,0.4,0.3,10000.0,24000.0,15889.0,40000.0,79000.0,54333.0,2014
1147,"GANGA AT DALMAU (RAI BAREILLY), U.P.",UTTAR PRADESH,15.0,28.0,22.1,6.5,9.5,8.0,7.5,7.9,7.8,169.0,259.0,213.0,3.2,4.5,3.7,0.76,0.82,0.8,4400.0,6900.0,5517.0,7600.0,9100.0,8250.0,2014
2498,"GANGA AT KALA KANKAR, RAEBARELI",UTTAR PRADESH,15.0,28.0,22.1,6.6,9.6,8.2,7.5,7.9,7.8,168.0,256.0,209.0,3.1,4.3,3.6,0.7,0.8,0.8,3800.0,6300.0,5158.0,7200.0,8900.0,7967.0,2014
1046,"GANGA AT ALLAHABAD (RASOOLABAD), U.P.",UTTAR PRADESH,19.4,25.9,24.4,8.1,9.8,8.7,8.1,8.4,8.3,338.0,454.0,385.0,2.6,4.4,3.6,1.08,1.96,1.7,9400.0,26000.0,17283.0,22000.0,47000.0,29500.0,2014
2487,"GANGA AT KADAGHAT, ALLAHABAD",UTTAR PRADESH,19.3,25.9,24.5,7.6,9.3,8.4,8.1,8.5,8.3,346.0,428.0,382.0,3.4,4.7,3.9,1.4,2.1,1.8,13000.0,26000.0,18333.0,24000.0,40000.0,31833.0,2014
1049,"GANGA AT ALLAHABAD D/S (SANGAM), U.P.",UTTAR PRADESH,19.6,25.9,24.4,8.0,9.2,8.5,8.1,8.4,8.3,368.0,468.0,404.0,2.9,9.2,4.2,1.28,2.24,2.0,13000.0,34000.0,19500.0,26000.0,48000.0,32417.0,2014
2485,"GANGA U/S, VINDHYACHAL, MIRZAPUR",UTTAR PRADESH,16.0,27.0,22.4,8.0,8.8,8.4,7.2,8.2,7.7,254.0,366.0,290.0,2.1,3.6,2.5,0.0,0.7,0.4,1300.0,2100.0,1567.0,2200.0,4600.0,3078.0,2014
2486,"GANGA D/S, MIRZAPUR",UTTAR PRADESH,16.0,29.0,23.8,8.2,8.7,8.4,7.2,8.0,7.6,272.0,378.0,299.0,2.3,3.8,2.6,0.0,0.7,0.5,1300.0,4600.0,2146.0,2400.0,32000.0,6518.0,2014
1070,"GANGA AT VARANASI U/S (ASSIGHAT), U.P",UTTAR PRADESH,20.0,25.0,22.5,7.3,9.2,8.3,8.0,8.4,8.2,282.0,392.0,338.0,2.4,3.3,2.9,0.0,0.0,0.0,2200.0,3300.0,2617.0,3100.0,4900.0,3950.0,2014
1071,"GANGA AT VARANASI D/S (MALVIYA BRIDGE), U.P",UTTAR PRADESH,20.0,25.5,22.5,6.7,8.7,7.8,8.2,8.7,8.5,308.0,456.0,385.0,3.8,5.0,4.5,0.0,0.0,0.0,22000.0,46000.0,31167.0,34000.0,63000.0,47333.0,2014
1073,"GANGA AT TRIGHAT (GHAZIPUR), U.P",UTTAR PRADESH,19.0,25.0,22.7,6.8,8.6,7.7,8.2,8.7,8.5,300.0,440.0,369.0,3.3,4.4,3.9,0.0,0.0,0.0,11000.0,22000.0,17500.0,14000.0,46000.0,25667.0,2014
2502,"SHUKRA TAL, MUZAFFARNAGAR, NEAR GANGA RIVER",UTTAR PRADESH,16.0,18.0,17.0,8.5,8.7,8.6,8.0,8.0,8.0,200.0,380.0,290.0,1.7,1.9,1.8,0.0,0.0,0.0,70.0,70.0,70.0,120.0,130.0,125.0,2014
1074,"GANGA AT BUXAR,BIHAR",BIHAR,18.0,30.0,24.5,7.8,8.8,8.4,7.8,8.3,8.1,310.0,492.0,371.0,2.3,2.8,2.5,0.0,0.0,0.0,940.0,1500.0,1190.0,2400.0,4600.0,3100.0,2014
2551,"GANGA AT BUXAR, RAMREKHAGHAT",BIHAR,18.0,31.0,24.9,7.6,8.7,8.1,7.6,8.3,8.1,298.0,535.0,376.0,2.6,2.8,2.7,0.0,0.0,0.0,500.0,5400.0,3183.0,1100.0,16000.0,9350.0,2014
1077,"GANGA AT KHURJI, PATNA U/S, BIHAR",BIHAR,13.0,33.0,24.5,7.4,9.7,8.1,7.7,8.4,8.1,268.0,538.0,376.0,2.0,2.5,2.3,0.0,0.0,0.0,1100.0,2400.0,1600.0,2200.0,5400.0,3436.0,2014
2556,"GANGA AT INDRAPURI, DEHRI ON SONE",BIHAR,16.0,26.0,22.3,7.2,9.2,8.2,7.9,8.3,8.1,265.0,276.0,270.0,2.0,2.4,2.2,0.0,0.0,0.0,490.0,790.0,660.0,1100.0,2800.0,2033.0,2014
2564,"GANGAAT THE CONFLUENCE OF SONE RIVER DORIGANJ, CHAPRA",BIHAR,16.0,34.0,23.8,7.6,9.0,8.3,7.9,8.3,8.2,288.0,344.0,311.0,2.0,2.7,2.5,0.0,0.0,0.0,700.0,3500.0,1483.0,2800.0,9200.0,3967.0,2014
2552,GANGA DARBHANGA GHAT AT PATNA,BIHAR,16.0,34.0,24.7,7.1,9.2,7.8,7.6,8.2,7.9,271.0,557.0,402.0,2.4,2.9,2.8,0.0,0.0,0.0,3000.0,9200.0,6527.0,9000.0,24000.0,19091.0,2014
1079,"GANGA AT PATNA D/S (GANGA BRIDGE),BIHAR",BIHAR,15.0,35.0,24.9,7.0,9.3,7.9,7.6,8.3,8.0,276.0,546.0,402.0,2.6,2.8,2.7,0.0,0.0,0.0,1400.0,9000.0,3782.0,5000.0,24000.0,11564.0,2014
2555,"GANGA AT PUNPUN, PATNA",BIHAR,15.0,33.0,24.7,5.0,8.2,7.3,7.3,7.8,7.7,336.0,782.0,452.0,2.1,2.8,2.5,0.0,0.0,0.0,800.0,3000.0,1382.0,2200.0,16000.0,4573.0,2014
2553,GANGA AT FATUHA,BIHAR,14.0,33.0,24.4,7.0,9.6,8.1,7.7,8.3,8.0,269.0,548.0,386.0,2.0,2.5,2.3,0.0,0.0,0.0,900.0,3000.0,1846.0,2200.0,9000.0,4982.0,2014
1817,GANGA AT MOKAMA (U/S),BIHAR,16.0,28.0,24.1,7.4,8.1,7.8,7.8,8.2,7.9,254.0,316.0,277.0,2.0,2.5,2.3,0.0,0.0,0.0,790.0,2400.0,1251.0,2200.0,5000.0,2770.0,2014
1815,GANGA AT MOKAMA (D/S),BIHAR,16.0,28.0,24.0,7.2,8.0,7.7,7.6,8.1,7.8,252.0,358.0,295.0,2.3,2.8,2.6,0.0,0.0,0.0,920.0,5000.0,2792.0,2800.0,16000.0,9430.0,2014
1818,GANGA AT MUNGER,BIHAR,17.0,28.0,23.9,7.4,7.8,7.6,7.7,8.0,7.8,242.0,316.0,268.0,2.3,2.6,2.4,0.0,0.0,0.0,1100.0,3000.0,1622.0,2200.0,9000.0,4411.0,2014
2554,"GANGA AT SULTANGANJ, BHAGALPUR",BIHAR,18.0,28.0,24.0,7.5,7.8,7.7,7.6,7.9,7.8,238.0,327.0,280.0,2.3,2.7,2.5,0.0,0.0,0.0,940.0,2400.0,1560.0,2200.0,5400.0,3722.0,2014
1819,GANGA AT BHAGALPUR,BIHAR,16.0,26.0,24.4,7.5,7.9,7.7,7.6,8.1,7.8,245.0,314.0,276.0,2.4,2.7,2.6,0.0,0.0,0.0,1300.0,5400.0,2933.0,3000.0,24000.0,9044.0,2014
1816,GANGA AT KAHALGAON,BIHAR,16.0,30.0,23.4,7.6,7.9,7.8,7.8,8.2,7.9,181.0,373.0,265.0,2.5,2.8,2.7,0.0,0.0,0.0,1400.0,5000.0,2678.0,5000.0,16000.0,8511.0,2014
3113,GANGA AT D/S BUXAR NEAR GANGA BRIDGE,BIHAR,18.0,30.0,24.5,7.8,8.8,8.2,7.6,8.3,8.1,236.0,525.0,352.0,2.4,2.7,2.5,0.0,0.0,0.0,430.0,2400.0,1705.0,2400.0,9200.0,4683.0,2014
3114,GANGA RIVER NEAR DANAPUR (NEAR PIPAPUL),BIHAR,13.0,33.0,24.1,7.2,9.7,8.1,7.8,8.4,8.1,269.0,532.0,375.0,2.0,2.6,2.4,0.0,0.0,0.0,790.0,1700.0,1198.0,2200.0,3500.0,2855.0,2014
3115,GANGA RIVER AT BARH,BIHAR,17.5,26.0,23.4,7.5,7.9,7.8,7.8,8.0,7.9,248.0,272.0,260.0,2.0,2.4,2.2,0.0,0.0,0.0,800.0,1700.0,1106.0,1700.0,3000.0,2529.0,2014
3116,GANGA AT U/S MUNGER (NEAR INTAKE WELL ON GANGA),BIHAR,17.0,28.0,23.8,7.6,7.9,7.8,7.8,8.0,7.9,249.0,318.0,267.0,2.0,2.5,2.3,0.0,0.0,0.0,790.0,1300.0,998.0,2100.0,3000.0,2478.0,2014
3117,GANGA AT U/S SULTANGANJ,BIHAR,17.0,28.0,23.9,7.5,7.9,7.8,7.8,8.0,7.9,241.0,325.0,270.0,2.0,2.6,2.3,0.0,0.0,0.0,790.0,1700.0,1220.0,2400.0,3500.0,2844.0,2014
3118,GANGA AT U/S BHAGALPUR,BIHAR,16.0,26.0,23.9,7.6,7.9,7.7,7.8,8.0,7.9,238.0,297.0,262.0,2.2,2.6,2.4,0.0,0.0,0.0,900.0,2200.0,1290.0,2200.0,5400.0,3020.0,2014
3122,"GANGA AT MALSALAMI, PATNA",BIHAR,14.0,34.0,24.5,7.2,9.4,8.0,7.6,8.4,8.0,270.0,538.0,377.0,2.1,2.6,2.4,0.0,0.0,0.0,800.0,3500.0,1846.0,2400.0,16000.0,5073.0,2014
3123,GANGA RIVER AT BARAHIA,BIHAR,16.0,26.0,22.5,7.5,7.9,7.7,7.6,8.1,7.9,269.0,355.0,292.0,2.0,2.6,2.3,0.0,0.0,0.0,790.0,1400.0,1048.0,2200.0,3500.0,2833.0,2014
1080,GANGA AT BAHARAMPORE WEST BENGAL,WEST BENGAL,16.0,32.0,26.5,4.4,11.0,7.4,7.5,8.1,7.9,193.0,385.0,304.0,1.0,8.7,4.2,0.39,1.48,0.8,2000.0,900000.0,166358.0,3000.0,1600000.0,287833.0,2014
2511,"NABADIP ON GANGA,GHOSHPARA NEAR MONIPURGHAT",WEST BENGAL,16.0,34.0,27.4,5.1,9.8,7.4,7.4,8.2,7.9,218.0,795.0,353.0,1.4,4.8,3.3,0.1,1.2,0.7,3000.0,1300000.0,143275.0,5000.0,5000000.0,474917.0,2014
2506,"TRIBENI ON GANGA, NEAR BURNING GHAT",WEST BENGAL,20.0,35.0,28.3,5.3,9.3,6.9,7.3,8.4,8.0,164.0,403.0,312.0,1.5,5.0,2.8,0.3,1.4,0.8,2000.0,110000.0,34392.0,3400.0,240000.0,61283.0,2014
1054,"GANGA AT PALTA, WEST BENGAL",WEST BENGAL,19.0,32.0,27.0,4.5,9.3,6.7,7.5,8.1,7.8,189.0,413.0,315.0,1.2,8.5,3.4,0.21,1.74,0.9,13000.0,500000.0,106417.0,23000.0,900000.0,171417.0,2014
1472,"GANGA AT SERAMPORE, WEST BENGAL",WEST BENGAL,19.0,32.0,27.3,4.1,9.1,6.0,7.3,8.6,7.9,192.0,409.0,323.0,1.1,9.7,3.1,0.3,1.5,0.7,17000.0,500000.0,153917.0,30000.0,1600000.0,335000.0,2014
1053,"GANGA AT DAKSHMINESWAR, WEST BENGAL",WEST BENGAL,18.5,32.0,26.5,4.1,9.2,6.7,7.7,8.5,8.0,229.0,473.0,319.0,1.8,7.0,4.2,0.33,0.93,0.7,85000.0,1100000.0,285833.0,110000.0,2500000.0,586250.0,2014
1471,"GANGA AT HOWRAH-SHIVPUR, WEST BENGAL",WEST BENGAL,20.0,31.0,26.5,5.1,8.3,6.3,7.2,8.6,8.0,181.0,415.0,314.0,1.1,5.7,3.6,0.3,1.3,0.7,4000.0,250000.0,122417.0,8000.0,650000.0,286083.0,2014
1470,"GANGA AT GARDEN REACH, WEST BENGAL",WEST BENGAL,18.0,31.0,26.4,5.0,8.2,6.1,7.8,8.9,8.1,195.0,436.0,322.0,1.2,4.8,3.2,0.3,1.0,0.7,65000.0,1200000.0,310417.0,115000.0,1500000.0,542917.0,2014
1052,"GANGA AT ULUBERIA, WEST BENGAL",WEST BENGAL,19.0,33.0,27.1,4.0,8.7,6.3,7.6,8.8,8.1,257.0,744.0,368.0,0.6,5.8,3.4,0.3,1.0,0.6,4000.0,130000.0,31417.0,11000.0,300000.0,78083.0,2014
1469,"GANGA AT DIAMOND HARBOUR, WEST BENGAL",WEST BENGAL,19.0,31.0,26.4,4.6,8.7,6.9,7.8,8.3,8.0,173.0,6320.0,1900.0,1.5,6.2,3.7,0.4,1.7,0.8,4000.0,240000.0,41750.0,9000.0,500000.0,88917.0,2014
